fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,log_residual_sugar,log_chlorides,log_free_sulfur_dioxide,log_total_sulfur_dioxide,log_sulphates,alcohol_density_ratio,quality
1.9741814851751807,-0.23260309140216784,1.1145884913046735,-0.24631811078428803,-0.11074590338677148,-1.0600072154326077,-0.9622398308660701,1.7569551631187277,-0.786418588436978,-1.313193796914585,-1.1525774719921407,-0.21136482889919317,-0.1016825025084475,-1.3799577147549165,-1.2594376576758264,-1.5067248156823323,-1.1702303556616174,5
0.28189382348777653,0.3780263219145495,0.0908866252245449,-0.24631811078428803,0.1932939489122807,-1.0600072154326077,-0.9622398308660701,1.1053151536595096,0.31610359934147436,-0.9706463450489073,-1.2470368287193156,-0.21136482889919317,0.23594565635021325,-1.3799577147549165,-1.2594376576758264,-1.0775194938795472,-1.2532829026825039,5
-0.7101368747427719,0.32251455706757515,-1.3934810805916413,-0.31717593583955717,0.05140868450605621,-0.6697566124376906,-0.9925312796933341,-1.0233755439073258,0.7052290773809285,-0.6280988931832293,1.0199877327328943,-0.32857676986310164,0.07896361285985161,-0.5519076815367218,-1.3533126181956219,-0.6652609792138742,1.0296460615809473,7
-0.009879911285913975,0.044955732832703967,-0.16503884129548718,0.6039757898789408,-0.25263116779299594,0.013181942803414583,1.976030705378539,0.4536751442002915,-0.26758461771770564,-0.2855514413175519,-0.9636587585377888,0.9643236847448514,-0.2608458772091679,0.3082424763179779,1.5839291373941853,-0.26866168938518475,-0.9626483872327943,5
0.5736675582614671,1.3494822067366001,-0.011483561383467771,0.17882883954732628,-0.21209252081978897,0.793683148793249,0.27970957105175437,0.8881018171730634,-0.00816763235806945,0.05699601054812613,0.16985352218831531,0.4230832977589521,-0.21526521390914324,0.9334026389837179,0.5885225869564005,0.11342457103663876,0.15107312030265113,6
-1.1186201034259382,0.21149102737362643,-0.7792599609435643,-0.17546028572901917,0.639219065617557,0.8912457995419782,-0.32611940549352586,-0.8550352081303406,1.0295003090804753,0.28536097845857755,0.8310690192785442,-0.09775998742597014,0.7228813396802081,0.9969795453064393,-0.04004002871473683,0.36059649183867654,0.838892393418561,7
0.9237960399898955,-0.7322089750249364,1.3193288645206993,2.942284016702821,0.17302462542567523,-0.9624445646838784,-0.841074035557014,0.9967084854163166,-0.26758461771770564,0.91336464021232,1.2089064461872443,3.030350204888345,0.21358102597976428,-1.1300789506269007,-0.9348626333238383,1.0116162610806139,1.1762495912363573,7
1.3322792686730618,-0.2881148562491422,1.88236489086477,-0.24631811078428803,0.4567951542381259,-0.9624445646838784,-0.81078258672975,0.1278551394706523,-0.33243886405761613,-9.52314294868778e-05,1.2089064461872443,-0.21136482889919317,0.5248465395601258,-1.1300789506269007,-0.8638945563609864,0.05070650792796791,1.1937825555956905,6
0.1651843295782997,-0.23260309140216784,0.0397015319205387,-0.4588915859500955,0.43652583075152235,0.40343254579833177,2.7030254772328752,0.23646180771384526,-2.4726289932746104,7.364674983682584,-0.49136197490191186,-0.5747923902039961,0.5027437193962006,0.6507752191754368,1.8640667979448535,6.055029203598853,-0.4915779328217595,6
0.1651843295782997,0.5723174988789598,2.087105264080796,-0.5297494110053644,6.37543761232634,0.3058698950496025,0.27970957105175437,-0.24140753255625205,-1.8889407762154302,2.7973756254735473,-1.058118115264964,-0.7043448419394839,6.2525205435153275,0.5716862009633688,0.5885225869564005,2.75166839193103,-1.0449521440975098,5
-1.1186201034259382,0.15597926252665267,-0.6257046810315451,-0.5297494110053644,-0.21209252081978897,0.11074459355214389,0.5523326104971304,-2.076860225866382,0.12154086032174864,-0.34264268329516495,0.07539416546114024,-0.7043448419394839,-0.21526521390914324,0.4008964550474209,0.8017657029938915,-0.33372436788006754,0.11160135422933065,6
0.9821507869446333,-0.6211854453309881,1.16577358460868,0.6039757898789408,0.3757178602917119,-0.8648819139351491,-0.780491137902486,0.616585146565081,-0.33243886405761613,1.5413683019660631,1.303365802914421,0.9643236847448514,0.4363155864734427,-0.9136241195570717,-0.7962285399396157,1.6244202615630967,1.2773569614988425,6
2.0325362321299196,-1.5093736828825768,1.268143771216693,-0.5297494110053644,-0.3539777852260135,-0.9624445646838784,-1.1136970750023902,0.01924847122745932,-0.7215643420970675,0.34245222043619056,-0.20798390472038664,-0.7043448419394839,-0.3751692330860835,-1.1300789506269007,-1.8044506538422618,0.4214860294708406,-0.2072228812812681,7
-0.4767178869238192,-0.7322089750249364,-0.7792599609435643,0.3205444896578646,0.0716780079926597,1.2814964025368956,0.18883522456996232,-0.035054862894137166,0.3809578456813848,0.22826973648096452,-0.11352454799320989,0.612451269132976,0.10145118212259638,1.2289464882656154,0.5098787294167604,0.2993498287771216,-0.11270942637318251,6
-1.2936843442901529,1.016411617654754,-0.8816301475515771,0.037113189436788284,-0.7188256079848759,-0.2795060094427733,-0.5987424449389019,-1.707597553839538,1.6780427724795628,-0.9135551030712944,1.3978251596415963,0.22347435994294773,-0.7911991950794731,-0.006485068126809809,-0.4454445714892028,-1.0076695604179078,1.418698823635189,5
2.0908909790846577,-0.5656736804840137,1.984735077472783,0.39140231471313375,0.41625650726491886,-0.5721939616889612,-0.719908240247958,1.7569551631187277,-1.045835573796614,1.084638366145159,-0.019065191266034825,0.7036130868714411,0.48062097780536656,-0.3974095634290891,-0.6696655286449639,1.1823425616535914,-0.0512617346685054,7
-0.4183631399690813,-0.12157956170821911,-0.6257046810315451,0.17882883954732628,0.43652583075152235,1.6717470055318127,0.7946642011152425,-0.6866948723533552,-0.9161270811167961,-0.1713689573623259,-0.20798390472038664,0.4230832977589521,0.5027437193962006,1.4318363588180691,0.9681820851879098,-0.1397399763734441,-0.19476252516651651,6
0.04847483566882392,-1.0652795641067823,0.7562928381766285,-0.31717593583955717,-0.33370846173940993,0.6961204980445197,-0.32611940549352586,-1.5446875514746883,-1.3052525591562503,0.6849996723018685,1.8701219432774732,-0.32857676986310164,-0.3522619237860594,0.8672300502452662,-0.04004002871473683,0.7795505748024804,1.8844170095560484,6
-0.3600083930143429,0.21149102737362643,-0.31859412120750646,-0.7423228861711718,-0.39451643219922017,-1.157569866181337,-1.143988523829654,-1.1862855462721154,-0.9809813274567036,-0.6851901351608424,-0.5858213316290869,-1.122739166018638,-0.4210480878144121,-1.6755015640368134,-1.9430847472264838,-0.7328503809820675,-0.5609469025506765,6
0.34024857044251444,-1.2318148586477053,0.44918227835258995,0.037113189436788284,-0.6580176375250676,-0.5721939616889612,-0.23524505901173384,-0.6215308714074878,0.5755205847011106,0.1711784945033515,1.303365802914421,0.22347435994294773,-0.7213693325229151,-0.3974095634290891,0.07335948057880773,0.237741826380349,1.3026076046432573,5
0.4569580643519902,-1.0652795641067823,0.7562928381766285,-0.5297494110053644,-0.6174789905518606,-0.6697566124376906,-0.8713654843842781,-1.5446875514746883,-0.8512728347768856,-0.6280988931832293,0.9255283760057191,-0.7043448419394839,-0.6749262152920361,-0.5519076815367218,-1.009471655977108,-0.6652609792138742,0.9462390423922176,5
-0.5350726338785571,1.15519102977219,-1.0351854274635963,-0.6006072360606336,-0.049937932926961276,-0.08438070794531471,0.03737798043364226,-0.9473508761370667,-1.2403983128163398,-1.0277375870265204,-0.39690261817473677,-0.8386093122278734,-0.033784312230770414,0.20996976294301967,0.3685485146974207,-1.147839800806598,-0.3775817094615167,5
-0.301653646059605,1.571529266124497,-1.342295987287635,0.037113189436788284,-0.29316981476620296,3.1351867667627524,1.3096188311787307,-0.3011412000899841,0.4458120920212924,-0.2284601993399389,0.35877223564266714,0.22347435994294773,-0.30651134179211476,2.0242478658035434,1.2689763556990283,-0.204001878354987,0.3600409939951968,5
-0.5350726338785571,-0.010556032014270396,-0.06266865468747425,-0.38803376089482633,0.2541019193720889,0.013181942803414583,0.7643727522879785,-0.5780882041101624,-1.045835573796614,-0.513916409228004,-0.9636587585377888,-0.4496324030378448,0.3029175400097664,0.3082424763179779,0.9483918881541137,-0.5313806054542508,-0.9458822610036542,5
1.0405055338993712,-1.2318148586477053,0.8586630247846414,-0.17546028572901917,-0.17155387384658197,0.5985578472957904,-0.02320491722088576,1.1053151536595096,0.056686613981838156,0.05699601054812613,-0.6802806883562637,-0.09775998742597014,-0.16976903752186123,0.798240773878461,0.30793320061208806,0.11342457103663876,-0.693126405060991,6
-1.4103938381996286,0.6278292637259341,-0.7792599609435643,-0.38803376089482633,-0.2729004912795995,1.5741843547830834,-0.08378781487541379,-0.7029858725898824,1.6780427724795628,0.28536097845857755,-0.20798390472038664,-0.4496324030378448,-0.28366798962362505,1.3834446063732482,0.24468162473788593,0.36059649183867654,-0.19447459430992245,5
0.1651843295782997,-0.3436266210961165,1.0122183046966606,-0.10460246067375002,-0.29316981476620296,-0.8648819139351491,-0.538159547284374,0.616585146565081,-1.499815298175976,-1.141920070981746,-0.8691994018106137,0.012453153271241343,-0.30651134179211476,-0.9136241195570717,-0.3450905042929759,-1.2899171777391867,-0.8718462175673358,5
-0.5934273808332955,-0.8432325047188851,-0.31859412120750646,-0.38803376089482633,-0.17155387384658197,-0.8648819139351491,-0.3564108543207899,-0.36087486762377635,0.12154086032174864,-1.0848288290041335,-0.8691994018106137,-0.4496324030378448,-0.16976903752186123,-0.9136241195570717,-0.07989339961410204,-1.218636859217152,-0.8558048137154431,5
-0.885201115606986,0.32251455706757515,-1.0863705207676029,2.4462792413159375,-0.5769403435786516,-0.4746313109402319,-0.8713654843842781,-0.3065715335021799,0.640374831041021,-0.39973392527277796,0.35877223564266714,2.678477789276469,-0.628570809382902,-0.25636383225482506,-1.009471655977108,-0.3991949655186232,0.36014246980958864,7
0.10682958262356182,0.29475867464408795,-0.47214940111952575,-0.31717593583955717,-0.21209252081978897,-1.0600072154326077,-0.5078680984571099,-0.035054862894137166,-0.7215643420970675,-1.0277375870265204,-0.5858213316290869,-0.32857676986310164,-0.21526521390914324,-1.3799577147549165,-0.29739583653946555,-1.147839800806598,-0.5804900262228071,6
-0.0682346582406529,-1.3983501531886282,0.6539226515686158,-0.10460246067375002,-0.7390949314714794,-1.157569866181337,-1.1136970750023902,-1.7401795543124718,0.12154086032174864,0.22826973648096452,2.2479593701861753,0.012453153271241343,-0.8145200330651065,-1.6755015640368134,-1.8044506538422618,0.2993498287771216,2.264039337491623,7
-0.4767178869238192,0.5445616164554725,-0.011483561383467771,-0.38803376089482633,-0.11074590338677148,0.11074459355214389,1.3399102800059948,-0.3282928671507823,-0.33243886405761613,-0.45682516725039096,-0.5858213316290869,-0.4496324030378448,-0.1016825025084475,0.4008964550474209,1.2848733122242717,-0.4650786295964673,-0.5755199562553943,6
